P14,[4 - 15],[2 - 18],[3 - 15],[2 - 15],[4 - 15],[5 - 17],[4 - 15],[3 - 18],[3 - 21],[4 - 17],[5 - 18],[2 - 17],[4 - 19],[3 - 18],[4 - 25],[3 - 18],[5 - 15],[6 - 25],[4 - 19],[3 - 21],[5 - 19],[4 - 23],[4 - 16],[4 - 15],[3 - 29],[3 - 17],[3 - 12],[4 - 15],[4 - 13],[3 - 14],[3 - 19],[3 - 15],[2 - 15],[1 - 15],[2 - 17],[2 - 15],[3 - 14],[4 - 14],[3 - 14],[3 - 17],[2 - 13],[2 - 17],[3 - 14],[2 - 16],[3 - 14],[2 - 19],[3 - 17],[4 - 16],[3 - 18],[5 - 16],[5 - 24],[5 - 25],aaaaa,Group: 0
P538,[4 - 15],[2 - 18],[3 - 15],[2 - 15],[4 - 15],[5 - 17],[4 - 15],[3 - 18],[3 - 21],[4 - 17],[5 - 18],[2 - 17],[4 - 19],[3 - 18],[4 - 25],[3 - 18],[5 - 15],[6 - 25],[4 - 19],[3 - 21],[5 - 19],[4 - 23],[4 - 16],[4 - 15],[3 - 29],[3 - 17],[3 - 12],[4 - 15],[4 - 13],[3 - 14],[3 - 19],[3 - 15],[2 - 15],[1 - 15],[2 - 17],[2 - 15],[3 - 14],[4 - 14],[3 - 14],[3 - 17],[2 - 13],[2 - 17],[3 - 14],[2 - 16],[3 - 14],[2 - 19],[3 - 17],[4 - 16],[3 - 18],[5 - 16],[5 - 24],[5 - 25],aaaaa,Group: 0
P430,[4 - 15],[2 - 18],[3 - 15],[2 - 15],[4 - 15],[5 - 17],[4 - 15],[3 - 18],[3 - 21],[4 - 17],[5 - 18],[2 - 17],[4 - 19],[3 - 18],[4 - 25],[3 - 18],[5 - 15],[6 - 25],[4 - 19],[3 - 21],[5 - 19],[4 - 23],[4 - 16],[4 - 15],[3 - 29],[3 - 17],[3 - 12],[4 - 15],[4 - 13],[3 - 14],[3 - 19],[3 - 15],[2 - 15],[1 - 15],[2 - 17],[2 - 15],[3 - 14],[4 - 14],[3 - 14],[3 - 17],[2 - 13],[2 - 17],[3 - 14],[2 - 16],[3 - 14],[2 - 19],[3 - 17],[4 - 16],[3 - 18],[5 - 16],[5 - 24],[5 - 25],aaaaa,Group: 0
P74,[4 - 15],[2 - 18],[3 - 15],[2 - 15],[4 - 15],[5 - 17],[4 - 15],[3 - 18],[3 - 21],[4 - 17],[5 - 18],[2 - 17],[4 - 19],[3 - 18],[4 - 25],[3 - 18],[5 - 15],[6 - 25],[4 - 19],[3 - 21],[5 - 19],[4 - 23],[4 - 16],[4 - 15],[3 - 29],[3 - 17],[3 - 12],[4 - 15],[4 - 13],[3 - 14],[3 - 19],[3 - 15],[2 - 15],[1 - 15],[2 - 17],[2 - 15],[3 - 14],[4 - 14],[3 - 14],[3 - 17],[2 - 13],[2 - 17],[3 - 14],[2 - 16],[3 - 14],[2 - 19],[3 - 17],[4 - 16],[3 - 18],[5 - 16],[5 - 24],[5 - 25],aaaaa,Group: 0
P532,[4 - 15],[2 - 18],[3 - 15],[2 - 15],[4 - 15],[5 - 17],[4 - 15],[3 - 18],[3 - 21],[4 - 17],[5 - 18],[2 - 17],[4 - 19],[3 - 18],[4 - 25],[3 - 18],[5 - 15],[6 - 25],[4 - 19],[3 - 21],[5 - 19],[4 - 23],[4 - 16],[4 - 15],[3 - 29],[3 - 17],[3 - 12],[4 - 15],[4 - 13],[3 - 14],[3 - 19],[3 - 15],[2 - 15],[1 - 15],[2 - 17],[2 - 15],[3 - 14],[4 - 14],[3 - 14],[3 - 17],[2 - 13],[2 - 17],[3 - 14],[2 - 16],[3 - 14],[2 - 19],[3 - 17],[4 - 16],[3 - 18],[5 - 16],[5 - 24],[5 - 25],aaaaa,Group: 0
P634,[4 - 15],[2 - 18],[3 - 15],[2 - 15],[4 - 15],[5 - 17],[4 - 15],[3 - 18],[3 - 21],[4 - 17],[5 - 18],[2 - 17],[4 - 19],[3 - 18],[4 - 25],[3 - 18],[5 - 15],[6 - 25],[4 - 19],[3 - 21],[5 - 19],[4 - 23],[4 - 16],[4 - 15],[3 - 29],[3 - 17],[3 - 12],[4 - 15],[4 - 13],[3 - 14],[3 - 19],[3 - 15],[2 - 15],[1 - 15],[2 - 17],[2 - 15],[3 - 14],[4 - 14],[3 - 14],[3 - 17],[2 - 13],[2 - 17],[3 - 14],[2 - 16],[3 - 14],[2 - 19],[3 - 17],[4 - 16],[3 - 18],[5 - 16],[5 - 24],[5 - 25],aaaaa,Group: 0
P527,[4 - 15],[2 - 18],[3 - 15],[2 - 15],[4 - 15],[5 - 17],[4 - 15],[3 - 18],[3 - 21],[4 - 17],[5 - 18],[2 - 17],[4 - 19],[3 - 18],[4 - 25],[3 - 18],[5 - 15],[6 - 25],[4 - 19],[3 - 21],[5 - 19],[4 - 23],[4 - 16],[4 - 15],[3 - 29],[3 - 17],[3 - 12],[4 - 15],[4 - 13],[3 - 14],[3 - 19],[3 - 15],[2 - 15],[1 - 15],[2 - 17],[2 - 15],[3 - 14],[4 - 14],[3 - 14],[3 - 17],[2 - 13],[2 - 17],[3 - 14],[2 - 16],[3 - 14],[2 - 19],[3 - 17],[4 - 16],[3 - 18],[5 - 16],[5 - 24],[5 - 25],aaaaa,Group: 0
P534,[4 - 15],[2 - 18],[3 - 15],[2 - 15],[4 - 15],[5 - 17],[4 - 15],[3 - 18],[3 - 21],[4 - 17],[5 - 18],[2 - 17],[4 - 19],[3 - 18],[4 - 25],[3 - 18],[5 - 15],[6 - 25],[4 - 19],[3 - 21],[5 - 19],[4 - 23],[4 - 16],[4 - 15],[3 - 29],[3 - 17],[3 - 12],[4 - 15],[4 - 13],[3 - 14],[3 - 19],[3 - 15],[2 - 15],[1 - 15],[2 - 17],[2 - 15],[3 - 14],[4 - 14],[3 - 14],[3 - 17],[2 - 13],[2 - 17],[3 - 14],[2 - 16],[3 - 14],[2 - 19],[3 - 17],[4 - 16],[3 - 18],[5 - 16],[5 - 24],[5 - 25],aaaaa,Group: 0
P525,[4 - 15],[2 - 18],[3 - 15],[2 - 15],[4 - 15],[5 - 17],[4 - 15],[3 - 18],[3 - 21],[4 - 17],[5 - 18],[2 - 17],[4 - 19],[3 - 18],[4 - 25],[3 - 18],[5 - 15],[6 - 25],[4 - 19],[3 - 21],[5 - 19],[4 - 23],[4 - 16],[4 - 15],[3 - 29],[3 - 17],[3 - 12],[4 - 15],[4 - 13],[3 - 14],[3 - 19],[3 - 15],[2 - 15],[1 - 15],[2 - 17],[2 - 15],[3 - 14],[4 - 14],[3 - 14],[3 - 17],[2 - 13],[2 - 17],[3 - 14],[2 - 16],[3 - 14],[2 - 19],[3 - 17],[4 - 16],[3 - 18],[5 - 16],[5 - 24],[5 - 25],bbbaa,Group: 0
P65,[4 - 15],[2 - 18],[3 - 15],[2 - 15],[4 - 15],[5 - 17],[4 - 15],[3 - 18],[3 - 21],[4 - 17],[5 - 18],[2 - 17],[4 - 19],[3 - 18],[4 - 25],[3 - 18],[5 - 15],[6 - 25],[4 - 19],[3 - 21],[5 - 19],[4 - 23],[4 - 16],[4 - 15],[3 - 29],[3 - 17],[3 - 12],[4 - 15],[4 - 13],[3 - 14],[3 - 19],[3 - 15],[2 - 15],[1 - 15],[2 - 17],[2 - 15],[3 - 14],[4 - 14],[3 - 14],[3 - 17],[2 - 13],[2 - 17],[3 - 14],[2 - 16],[3 - 14],[2 - 19],[3 - 17],[4 - 16],[3 - 18],[5 - 16],[5 - 24],[5 - 25],bbbaa,Group: 0
