P35,[3 - 34],[3 - 41],[2 - 50],[2 - 35],[2 - 49],[2 - 48],[4 - 41],[0 - 34],[2 - 32],[4 - 41],[2 - 41],[6 - 35],[2 - 42],[3 - 52],[2 - 57],[0 - 31],[1 - 38],[2 - 27],[2 - 36],[2 - 38],[1 - 42],[2 - 42],[3 - 50],[2 - 38],[4 - 35],[2 - 36],[1 - 37],[1 - 32],[1 - 41],[2 - 33],[1 - 32],[3 - 40],[4 - 45],[4 - 26],[2 - 33],[1 - 38],[2 - 55],[0 - 40],[1 - 43],[0 - 42],[4 - 35],[5 - 45],[1 - 43],[2 - 33],[0 - 37],[3 - 33],[2 - 35],[2 - 44],[1 - 45],[1 - 32],[2 - 43],[2 - 28],Group 0,ccbcb
P134,[3 - 34],[3 - 41],[2 - 50],[2 - 35],[2 - 49],[2 - 48],[4 - 41],[0 - 34],[2 - 32],[4 - 41],[2 - 41],[6 - 35],[2 - 42],[3 - 52],[2 - 57],[0 - 31],[1 - 38],[2 - 27],[2 - 36],[2 - 38],[1 - 42],[2 - 42],[3 - 50],[2 - 38],[4 - 35],[2 - 36],[1 - 37],[1 - 32],[1 - 41],[2 - 33],[1 - 32],[3 - 40],[4 - 45],[4 - 26],[2 - 33],[1 - 38],[2 - 55],[0 - 40],[1 - 43],[0 - 42],[4 - 35],[5 - 45],[1 - 43],[2 - 33],[0 - 37],[3 - 33],[2 - 35],[2 - 44],[1 - 45],[1 - 32],[2 - 43],[2 - 28],Group 0,ccbcb
P308,[3 - 34],[3 - 41],[2 - 50],[2 - 35],[2 - 49],[2 - 48],[4 - 41],[0 - 34],[2 - 32],[4 - 41],[2 - 41],[6 - 35],[2 - 42],[3 - 52],[2 - 57],[0 - 31],[1 - 38],[2 - 27],[2 - 36],[2 - 38],[1 - 42],[2 - 42],[3 - 50],[2 - 38],[4 - 35],[2 - 36],[1 - 37],[1 - 32],[1 - 41],[2 - 33],[1 - 32],[3 - 40],[4 - 45],[4 - 26],[2 - 33],[1 - 38],[2 - 55],[0 - 40],[1 - 43],[0 - 42],[4 - 35],[5 - 45],[1 - 43],[2 - 33],[0 - 37],[3 - 33],[2 - 35],[2 - 44],[1 - 45],[1 - 32],[2 - 43],[2 - 28],Group 0,ccbcb
P323,[3 - 34],[3 - 41],[2 - 50],[2 - 35],[2 - 49],[2 - 48],[4 - 41],[0 - 34],[2 - 32],[4 - 41],[2 - 41],[6 - 35],[2 - 42],[3 - 52],[2 - 57],[0 - 31],[1 - 38],[2 - 27],[2 - 36],[2 - 38],[1 - 42],[2 - 42],[3 - 50],[2 - 38],[4 - 35],[2 - 36],[1 - 37],[1 - 32],[1 - 41],[2 - 33],[1 - 32],[3 - 40],[4 - 45],[4 - 26],[2 - 33],[1 - 38],[2 - 55],[0 - 40],[1 - 43],[0 - 42],[4 - 35],[5 - 45],[1 - 43],[2 - 33],[0 - 37],[3 - 33],[2 - 35],[2 - 44],[1 - 45],[1 - 32],[2 - 43],[2 - 28],Group 0,ccbcb
P335,[3 - 34],[3 - 41],[2 - 50],[2 - 35],[2 - 49],[2 - 48],[4 - 41],[0 - 34],[2 - 32],[4 - 41],[2 - 41],[6 - 35],[2 - 42],[3 - 52],[2 - 57],[0 - 31],[1 - 38],[2 - 27],[2 - 36],[2 - 38],[1 - 42],[2 - 42],[3 - 50],[2 - 38],[4 - 35],[2 - 36],[1 - 37],[1 - 32],[1 - 41],[2 - 33],[1 - 32],[3 - 40],[4 - 45],[4 - 26],[2 - 33],[1 - 38],[2 - 55],[0 - 40],[1 - 43],[0 - 42],[4 - 35],[5 - 45],[1 - 43],[2 - 33],[0 - 37],[3 - 33],[2 - 35],[2 - 44],[1 - 45],[1 - 32],[2 - 43],[2 - 28],Group 0,ccbcb
P47,[6 - 40],[9 - 42],[4 - 46],[6 - 30],[6 - 39],[7 - 51],[4 - 33],[5 - 58],[6 - 37],[5 - 34],[6 - 38],[8 - 24],[10 - 41],[6 - 37],[9 - 47],[6 - 38],[4 - 35],[6 - 40],[3 - 46],[6 - 28],[5 - 31],[5 - 39],[9 - 51],[11 - 43],[6 - 41],[7 - 27],[3 - 26],[6 - 30],[5 - 39],[8 - 37],[3 - 41],[6 - 30],[5 - 28],[7 - 32],[2 - 30],[8 - 23],[3 - 48],[5 - 26],[5 - 41],[3 - 29],[4 - 33],[2 - 30],[7 - 38],[6 - 39],[5 - 33],[5 - 45],[4 - 33],[7 - 44],[7 - 36],[5 - 30],[3 - 34],[6 - 22],Group 1,cccbb
P106,[6 - 40],[9 - 42],[4 - 46],[6 - 30],[6 - 39],[7 - 51],[4 - 33],[5 - 58],[6 - 37],[5 - 34],[6 - 38],[8 - 24],[10 - 41],[6 - 37],[9 - 47],[6 - 38],[4 - 35],[6 - 40],[3 - 46],[6 - 28],[5 - 31],[5 - 39],[9 - 51],[11 - 43],[6 - 41],[7 - 27],[3 - 26],[6 - 30],[5 - 39],[8 - 37],[3 - 41],[6 - 30],[5 - 28],[7 - 32],[2 - 30],[8 - 23],[3 - 48],[5 - 26],[5 - 41],[3 - 29],[4 - 33],[2 - 30],[7 - 38],[6 - 39],[5 - 33],[5 - 45],[4 - 33],[7 - 44],[7 - 36],[5 - 30],[3 - 34],[6 - 22],Group 1,cccbb
P125,[6 - 40],[9 - 42],[4 - 46],[6 - 30],[6 - 39],[7 - 51],[4 - 33],[5 - 58],[6 - 37],[5 - 34],[6 - 38],[8 - 24],[10 - 41],[6 - 37],[9 - 47],[6 - 38],[4 - 35],[6 - 40],[3 - 46],[6 - 28],[5 - 31],[5 - 39],[9 - 51],[11 - 43],[6 - 41],[7 - 27],[3 - 26],[6 - 30],[5 - 39],[8 - 37],[3 - 41],[6 - 30],[5 - 28],[7 - 32],[2 - 30],[8 - 23],[3 - 48],[5 - 26],[5 - 41],[3 - 29],[4 - 33],[2 - 30],[7 - 38],[6 - 39],[5 - 33],[5 - 45],[4 - 33],[7 - 44],[7 - 36],[5 - 30],[3 - 34],[6 - 22],Group 1,cccbb
P144,[6 - 40],[9 - 42],[4 - 46],[6 - 30],[6 - 39],[7 - 51],[4 - 33],[5 - 58],[6 - 37],[5 - 34],[6 - 38],[8 - 24],[10 - 41],[6 - 37],[9 - 47],[6 - 38],[4 - 35],[6 - 40],[3 - 46],[6 - 28],[5 - 31],[5 - 39],[9 - 51],[11 - 43],[6 - 41],[7 - 27],[3 - 26],[6 - 30],[5 - 39],[8 - 37],[3 - 41],[6 - 30],[5 - 28],[7 - 32],[2 - 30],[8 - 23],[3 - 48],[5 - 26],[5 - 41],[3 - 29],[4 - 33],[2 - 30],[7 - 38],[6 - 39],[5 - 33],[5 - 45],[4 - 33],[7 - 44],[7 - 36],[5 - 30],[3 - 34],[6 - 22],Group 1,cccbb
P189,[6 - 40],[9 - 42],[4 - 46],[6 - 30],[6 - 39],[7 - 51],[4 - 33],[5 - 58],[6 - 37],[5 - 34],[6 - 38],[8 - 24],[10 - 41],[6 - 37],[9 - 47],[6 - 38],[4 - 35],[6 - 40],[3 - 46],[6 - 28],[5 - 31],[5 - 39],[9 - 51],[11 - 43],[6 - 41],[7 - 27],[3 - 26],[6 - 30],[5 - 39],[8 - 37],[3 - 41],[6 - 30],[5 - 28],[7 - 32],[2 - 30],[8 - 23],[3 - 48],[5 - 26],[5 - 41],[3 - 29],[4 - 33],[2 - 30],[7 - 38],[6 - 39],[5 - 33],[5 - 45],[4 - 33],[7 - 44],[7 - 36],[5 - 30],[3 - 34],[6 - 22],Group 1,cccbb
